,user_id_fors,user_id_motion_tag,N_KT,ID_Agglo,N_Agglo,ID_Gem,first_activity_date,last_activity_da,days_in_range,active_days_count,days_without_event,days_without_track,operating_system,os_version,handset,home_geometry_from_gps
1577,CH296,f8ed7bc2-ae0e-40d7-9b1e-c6ce5080db2e,VD,6153,Monthey,5401,2023-04-24,2023-05-04,11,11,0,1,android,13,OPPO CPH2145,POINT (6.6478254 46.51093803333333)
1578,CH29619,c634f18f-2a7f-4154-ac56-7ee42bd7e8c8,VD,6153,Monthey,5401,2023-05-03,2023-06-05,34,34,0,15,android,13,samsung SM-A536B,POINT (6.7081712649691365 46.49642549620811)
1579,CH29622,b7881802-5d9c-4d13-9726-e5bccfcf8ed2,VD,6153,Monthey,5401,2023-05-03,2023-06-04,33,33,0,23,android,13,samsung SM-S901B,POINT (6.19525563854025 46.41502742418367)
1580,CH29626,3ec89b3a-e2af-4145-9eb0-4217a8346c1f,VD,6153,Monthey,5401,2023-05-01,2023-06-05,36,36,0,2,android,13,samsung SM-A515F,POINT (6.222773370628717 46.385887602391406)
1581,CH29632,c339b628-0a07-42cb-a483-e9b5fa1a0b9b,VD,6153,Monthey,5401,2023-05-19,2023-06-05,18,18,0,0,android,12,samsung SM-G973F,POINT (6.278744379744708 46.417731320646816)
1582,CH29646,4736057e-4cd4-4999-a958-64bfd9150173,VD,6153,Monthey,5401,2023-05-12,2023-06-05,25,25,0,4,ios,iOS 16.3.1,"iPhone12,1",POINT (6.229372583313989 46.38003829209431)
1583,CH29656,f24afc82-b971-4ad0-a2c9-caa32cf36a61,VD,6153,Monthey,5401,2023-05-03,2023-06-05,34,34,0,11,ios,iOS 16.5,"iPhone14,5",POINT (6.204267126090033 46.43899741906764)
1584,CH29676,27018a96-d3cb-4cee-9d2e-88da22cb602a,VD,6153,Monthey,5401,2023-05-03,2023-06-05,34,34,0,2,ios,iOS 16.5,"iPhone14,5",POINT (6.217626195300866 46.45702000492865)
1585,CH29683,e832295b-5027-4909-8a8e-59ae72047db2,VD,6153,Monthey,5401,2023-05-04,2023-06-05,33,33,0,19,ios,iOS 16.5,"iPhone11,8",POINT (6.244369110962017 46.40201623055063)
1586,CH29692,4fff075c-b039-406c-ad35-8cd3a9eb14cd,VD,6153,Monthey,5401,2023-05-03,2023-06-05,34,34,0,10,android,13,samsung SM-S908B,POINT (6.170830723225109 46.30510295505411)
1587,CH29711,97003034-89e1-4ba2-a8d6-d3b40b172631,,99,,99,2023-05-03,2023-05-05,3,3,0,0,android,13,samsung SM-G781B,
1588,CH29716,8e1bfe67-10a6-44b3-af99-a04d274063d1,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,23,ios,iOS 16.1.1,"iPhone13,1",POINT (6.2624434557929245 46.424646985317345)
1589,CH2972,d12bb466-17c8-40b9-a890-3ae11603d57d,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,0,ios,iOS 16.5,"iPhone11,2",POINT (6.778725216364302 46.48209389016156)
1590,CH2973,d34f1ba6-0963-42af-8eeb-d091bcae91f7,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,12,ios,iOS 16.5,"iPhone14,3",POINT (6.887452542697552 46.764919674003536)
1591,CH29737,c3515790-c274-4070-a4ec-055f069d843d,VD,6153,Monthey,5401,2023-04-29,2023-06-01,34,34,0,14,ios,iOS 14.4.2,"iPhone8,4",POINT (6.292614347386708 46.457708868184355)
1592,CH29743,dea75d2b-c5ce-4add-8ecf-03dbd08015cd,VD,6153,Monthey,5401,2023-04-27,2023-05-26,30,30,0,3,ios,iOS 16.1.1,"iPhone14,4",POINT (6.25196921831681 46.442001920023664)
1593,CH29757,fd7ba284-d39e-45af-a213-d7b142f18410,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,1,android,12,samsung SM-G990B2,POINT (6.245428078830233 46.44045385201435)
1594,CH29764,f3dc2cb3-43a7-4467-9338-ba75aa312bba,VD,6153,Monthey,5401,2023-05-03,2023-06-05,34,34,0,5,ios,iOS 16.5,"iPhone12,1",POINT (6.233263501830507 46.38874814254643)
1595,CH29767,69df8e12-0077-4543-8b05-715b5edd500f,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,10,ios,iOS 15.7.6,"iPhone9,3",POINT (6.231015708298805 46.4755681308925)
1596,CH29773,3f47f367-0905-4bac-912e-827bd61528bf,VD,6153,Monthey,5401,2023-04-28,2023-06-05,39,39,0,19,ios,iOS 16.5,"iPhone10,5",POINT (6.349341792773731 46.46248848347231)
1597,CH29776,20934720-60a1-4b0f-a6a6-02129a0201f1,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,3,ios,iOS 15.7.6,"iPhone9,3",POINT (6.234633237343671 46.4469924639549)
1598,CH29784,2c8908d8-8629-4a47-8a2b-82b2c5b5be02,VD,6153,Monthey,5401,2023-04-25,2023-06-04,41,41,0,4,ios,iOS 16.2,"iPhone13,2",POINT (6.264637819978133 46.41947965816485)
1599,CH29795,0e9f2744-b75a-43db-a40d-9f211828a98a,VD,6153,Monthey,5401,2023-05-03,2023-05-26,24,24,0,2,android,13,samsung SM-F721B,POINT (6.206907521362699 46.414132214932124)
1600,CH29801,6b692f6d-33f1-4507-bf18-3ebe581285a0,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,0,ios,iOS 16.5,"iPhone10,4",POINT (6.333697666292954 46.45574134111309)
1601,CH29804,ab10cc7a-2702-4d5b-a116-3a6025074b98,VD,6153,Monthey,5401,2023-05-04,2023-06-05,33,33,0,15,android,12,OnePlus GM1903,POINT (6.214635837699856 46.380888646117384)
1602,CH29828,37c78283-ce8a-4a38-ab37-0e34b689ec28,VD,6153,Monthey,5401,2023-05-03,2023-06-05,34,34,0,18,ios,iOS 16.5,"iPhone13,3",POINT (6.264182469237324 46.42718997627782)
1603,CH29836,fb881b39-0294-4583-a73d-db34c6c4028a,VD,6153,Monthey,5401,2023-05-02,2023-05-31,30,30,0,1,android,13,samsung SM-A536B,POINT (6.17698318829832 46.316489253821196)
1604,CH29843,0f7a3878-60f7-417b-92a9-704085e4cee6,GE,6621,Genève,6601,2023-04-24,2023-06-04,42,42,0,4,android,10,samsung SM-G960F,POINT (6.130265667643777 46.2008101515574)
1605,CH2987,0e622d67-d8ae-4df3-92b8-b8703aa9208a,VD,6153,Monthey,5401,2023-04-25,2023-06-01,38,38,0,1,ios,iOS 15.7.5,"iPhone9,3",POINT (6.6714359851319704 46.505319505596006)
1606,CH29872,84182c3e-d96b-40b7-9aca-00e8eaf0c38d,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,0,ios,iOS 16.5,"iPhone13,1",POINT (6.367311115324064 46.469425426262774)
1607,CH29908,2640fc0a-e500-4e93-bc46-dd252f1f5ec0,VD,6153,Monthey,5401,2023-04-25,2023-04-29,5,5,0,0,android,13,OnePlus LE2113,POINT (6.15268864712963 46.3823824674074)
1608,CH29923,a0d6a953-21df-4aeb-b7f0-da974f2d6b97,VD,6153,Monthey,5401,2023-04-25,2023-06-04,41,41,0,1,android,7.0,samsung SM-A510F,POINT (6.24250405864859 46.386910883276016)
1609,CH29928,31939764-ebed-4672-88a4-bd9d6240dafb,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,7,ios,iOS 16.2,"iPhone14,6",POINT (6.273238907036032 46.40795088817372)
1610,CH29937,3ce2a2ad-0199-4ace-b3cb-6a480daf98c7,,99,,99,2023-04-25,2023-05-29,35,35,0,0,android,13,samsung SM-G781B,POINT (26.46403925360338 47.25160199539571)
1611,CH29986,6bcb43a4-5feb-4706-b0b1-de693c1d5218,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,2,android,13,samsung SM-S901B,POINT (6.226914365695489 46.38104657427146)
1612,CH29994,e2f4ba97-66ef-4b68-a02a-d6856e15d0db,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,0,ios,iOS 16.5,"iPhone15,2",POINT (6.232091373339877 46.46272987307747)
1613,CH3003,75c30ca9-32bb-42c6-8261-d4d55d947c24,,99,,99,2023-05-12,2023-06-05,25,25,0,2,ios,iOS 16.5,"iPhone12,8",POINT (3.092929860013396 41.84230052296144)
1614,CH3014,b2ed0d13-12dc-4215-9f76-9ad3a4766efa,VD,6153,Monthey,5401,2023-05-07,2023-05-26,20,20,0,8,android,11,samsung SM-A715F,POINT (6.785240354444444 46.58763484111111)
1615,CH3028,3e12d834-1bf9-4370-911e-124629045c65,VD,6153,Monthey,5401,2023-05-02,2023-05-31,30,30,0,5,ios,iOS 16.1.1,"iPhone14,5",POINT (6.418486564831001 46.487439842134265)
1616,CH304,b23484c9-ca91-45b1-910a-c551322589f6,GE,6621,Genève,6601,2023-04-25,2023-06-01,38,38,0,0,ios,iOS 16.1.2,"iPhone14,6",POINT (6.148931213494384 46.2119019330514)
1617,CH3044,02d33c6a-cc7c-4136-a7aa-20b4f570801a,GE,6621,Genève,6601,2023-05-02,2023-06-05,35,35,0,4,ios,iOS 16.1.2,"iPhone15,2",POINT (6.173548298760988 46.19776277610586)
1618,CH3045,9bf6cadf-97f5-4478-be75-b5cb0d501ebd,GE,6621,Genève,6601,2023-04-27,2023-06-05,40,40,0,5,ios,iOS 16.5,"iPhone14,8",POINT (6.124671365715129 46.21348503382902)
1619,CH3055,6f5b7490-a9e1-4996-95a5-d46cf7e1c45f,GE,6621,Genève,6601,2023-05-11,2023-05-28,18,18,0,0,ios,iOS 16.4.1,"iPhone14,2",POINT (6.1036417914427945 46.21732443800955)
1620,CH3066,46bb33fd-239b-40b4-9335-6892ed9d096f,GE,6621,Genève,6601,2023-04-25,2023-06-05,42,42,0,2,ios,iOS 16.1.1,"iPhone14,6",POINT (6.138405969629838 46.20931082590516)
1621,CH307,30035cfc-583c-49b1-84cd-6875badba9cc,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,android,11,samsung SM-A202F,POINT (6.6353142703491965 46.78798241881669)
1622,CH3077,bc75bf39-51fe-4273-9191-ab1e91e4fab7,GE,6621,Genève,6601,2023-05-12,2023-06-05,25,25,0,0,ios,iOS 16.5,"iPhone12,5",POINT (6.133487642566245 46.214069138440955)
1623,CH3112,d6f537d1-a13b-4f02-9a85-1c38bc2a79d6,GE,6621,Genève,6601,2023-05-02,2023-06-05,35,35,0,0,ios,iOS 16.5,"iPhone15,3",POINT (6.1474333659047655 46.21156198910389)
1624,CH3134,523647ee-4665-4165-8450-7f1bb14e5dbd,GE,6621,Genève,6601,2023-04-24,2023-05-31,38,38,0,3,android,11,Fairphone FP3,POINT (6.079808314479776 46.175196617517415)
1625,CH3140,0df7732d-c270-4da7-b159-412e4746dd65,VD,6153,Monthey,5401,2023-05-05,2023-06-05,32,32,0,0,ios,iOS 16.5,"iPhone15,2",POINT (6.63567816344636 46.53080581791543)
1626,CH3147,d42f78f2-7264-4a5e-8cc5-83a43b7c6ac0,VD,6153,Monthey,5401,2023-05-11,2023-05-29,19,19,0,0,android,13,samsung SM-S901B,POINT (6.574351152994379 46.62465262323744)
1627,CH3158,fc04bb68-0494-45d4-8f47-7da76481a970,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,2,ios,iOS 16.5,"iPhone15,2",POINT (6.449434387598646 46.691457356069584)
1628,CH3163,2ecf7138-8ca3-4d4d-ab9d-935c16672bf3,VD,6153,Monthey,5401,2023-05-03,2023-05-30,28,28,0,0,android,13,samsung SM-A325F,POINT (6.37896021937266 46.712252809557704)
1629,CH3181,000ca786-ebb5-4f48-bfb4-68022b6f7f7b,VD,6153,Monthey,5401,2023-04-30,2023-06-05,37,37,0,4,android,11,samsung SM-G398FN,POINT (6.536319203535975 46.732371564437564)
1630,CH3269,0b728674-5da3-404a-a033-800b4dfb1211,VD,6153,Monthey,5401,2023-05-04,2023-05-05,2,2,0,0,android,13,samsung SM-A336B,POINT (6.7916115 46.66825635)
1631,CH3288,8dbb3480-157d-4325-9867-1851e70f4746,VD,6153,Monthey,5401,2023-05-11,2023-06-05,26,26,0,3,android,13,samsung SM-F926B,POINT (6.940021204371693 46.82221090261905)
1632,CH3385,420dd353-05b8-4515-a97d-368645d10c72,VD,6153,Monthey,5401,2023-05-03,2023-06-05,34,34,0,0,android,13,samsung SM-A127F,POINT (6.840353267254174 46.470112693212705)
1633,CH3391,a1d4803b-0eeb-4504-a450-b6306f5d1fdc,VD,6153,Monthey,5401,2023-05-03,2023-06-02,31,31,0,21,android,10,HUAWEI VOG-L29,POINT (6.863887714115647 46.449382158219954)
1634,CH3395,e0574511-7735-4086-961e-dd339f3f3c89,VD,6153,Monthey,5401,2023-05-02,2023-05-28,27,27,0,11,android,13,samsung SM-F936B,POINT (6.865089489583333 46.45423277291667)
1635,CH3403,8f690515-ed3e-47f2-b549-024ed073915d,VD,6153,Monthey,5401,2023-05-02,2023-06-01,31,31,0,1,android,11,Fairphone FP3,POINT (6.895720990858546 46.44798601766551)
1636,CH350,be221252-03e4-4d47-bb5c-3cd9ed3b8e31,VD,6153,Monthey,5401,2023-05-02,2023-05-30,29,29,0,5,android,13,samsung SM-A515F,POINT (6.616793328083334 46.516342719053576)
1637,CH3510,a5cd5541-fd47-476b-945b-7647cd2df441,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,4,ios,iOS 16.5,"iPhone14,4",POINT (6.632327705714539 46.63446900989488)
1638,CH3511,8290b780-dc30-4063-84af-9cccc30132e1,VD,6153,Monthey,5401,2023-05-09,2023-05-30,22,22,0,0,ios,iOS 16.4.1,"iPhone12,1",POINT (6.668241128611677 46.51614565958787)
1639,CH3513,247112bd-bfc1-41ac-8550-766615470897,,99,,99,2023-04-28,2023-05-13,16,16,0,8,android,12,OPPO CPH2009,
1640,CH3557,2732665f-fee6-4aec-9618-56b86ad70829,VD,6153,Monthey,5401,2023-05-11,2023-06-05,26,26,0,0,ios,iOS 15.6.1,"iPhone12,8",POINT (6.837694853482064 46.70836497619217)
1641,CH3567,22c7f9df-1951-4ee5-89eb-f9abcc22c083,VD,6153,Monthey,5401,2023-04-27,2023-06-05,40,40,0,4,android,13,samsung SM-A536B,POINT (6.192385949693866 46.31636977389048)
1642,CH3579,ae0f4f83-af1c-4668-9165-4ef851855f2c,VD,6153,Monthey,5401,2023-05-03,2023-06-05,34,34,0,3,ios,iOS 16.5,"iPhone14,4",POINT (6.675811506862509 46.543239053792306)
1643,CH3589,608aed97-7b2f-4189-87f6-2f18e8f2b0a0,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,3,ios,iOS 16.5,"iPhone14,3",POINT (6.846243624092381 46.467824956043394)
1644,CH3614,80853990-d1ed-4cfd-a6a1-0da1ecefe9e2,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,0,android,13,Google Pixel 6,POINT (6.6217613405518 46.523462632676086)
1645,CH3615,b8a4ac8b-beea-47f4-9efb-3aaee18d7887,VD,6153,Monthey,5401,2023-04-24,2023-05-31,38,38,0,0,ios,iOS 16.4.1,"iPhone14,2",POINT (6.534225292050326 46.51549918289646)
1646,CH3620,0908fbb6-75fe-429c-998a-b08f916813db,VD,6153,Monthey,5401,2023-04-25,2023-06-04,41,41,0,20,android,13,OPPO CPH2307,POINT (6.631583650625 46.52514779249999)
1647,CH3639,eb97ccb7-1f39-4b83-90f3-a16f5acc7cb5,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,android,13,Nothing A063,POINT (6.733169009947227 46.57496797894641)
1648,CH3642,97796b8f-a472-4b13-9ded-0bfd56885af8,VD,6153,Monthey,5401,2023-04-26,2023-04-29,4,4,0,0,android,10,samsung SM-A600FN,POINT (7.065840910666667 46.480852212)
1649,CH3648,b4730e6d-7c5d-4677-b580-c40b8ea0992b,VD,6153,Monthey,5401,2023-05-11,2023-06-05,26,26,0,0,ios,iOS 16.1.1,"iPhone14,4",POINT (6.628844780037636 46.532157636601276)
1650,CH3655,bba3dc73-906c-45bc-8280-b7b167f7e7d0,GE,6621,Genève,6601,2023-05-02,2023-06-05,35,35,0,0,ios,iOS 16.3.1,"iPhone14,4",POINT (6.123825489528529 46.206981964540915)
1651,CH3724,0e03ab02-d654-4f22-a299-21f0fe2b5843,,99,,99,2023-04-25,2023-06-05,42,42,0,0,ios,iOS 16.5,"iPhone15,2",POINT (19.9607787553629 50.065034589785355)
1652,CH3750,71f1914d-976a-41ff-9744-63a6b1c1dc1f,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,0,ios,iOS 16.5,"iPhone14,4",POINT (6.6578175675141535 46.77804573005708)
1653,CH3756,ac4d5179-b12f-474f-85a6-4cf009f6cbe0,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,6,android,10,HUAWEI VOG-L29,POINT (6.55784503095717 46.5521845535769)
1654,CH3769,76e3fa38-6785-405c-b8a8-ed36d8b9f9fa,VD,6153,Monthey,5401,2023-04-25,2023-06-01,38,38,0,10,android,12,Xiaomi M2002J9G,POINT (6.6084959290604885 46.53917814530674)
1655,CH3773,9aa84a73-c2b7-4bdb-ad44-3967dfa0cfaf,,99,,99,2023-05-03,2023-05-27,25,25,0,2,android,13,samsung SM-A526B,POINT (6.232757554960316 46.19313569734126)
1656,CH3781,3dd743e7-fd25-4dce-a120-33560ca4b29c,VD,6153,Monthey,5401,2023-04-26,2023-05-30,35,35,0,0,ios,iOS 16.4.1,"iPhone14,2",POINT (6.64737361349574 46.52282684838697)
1657,CH3782,b3b9cbd9-94f4-4054-98d4-7c3df300231d,VD,6153,Monthey,5401,2023-05-02,2023-05-30,29,29,0,1,ios,iOS 16.4.1,"iPhone13,1",POINT (6.745758613076701 46.76659090481569)
1658,CH3789,3cbf3c23-2a71-4170-a603-2421416522c7,VD,6153,Monthey,5401,2023-05-03,2023-05-20,18,18,0,0,ios,iOS 16.2,"iPhone14,6",POINT (6.529078769466494 46.60584764905338)
1659,CH3797,acacbbbe-e42d-40ff-b1a3-21e0ec07748e,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,ios,iOS 16.0,"iPhone11,8",POINT (6.615319321469129 46.525225953930835)
1660,CH3798,d57d3399-f9c8-442b-bf61-b0d91fe1a7e1,VD,6153,Monthey,5401,2023-05-04,2023-06-05,33,33,0,6,ios,iOS 16.5,"iPhone10,6",POINT (6.617536051349382 46.51553687934855)
1661,CH3803,e7e0a418-4f4b-4c69-87a9-b1078bd497da,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,17,android,13,OPPO CPH2305,POINT (6.551805540000001 46.55180725)
1662,CH3805,e21a7ff9-7711-4d3e-9dcd-f05e2a1e43ee,VD,6153,Monthey,5401,2023-05-12,2023-06-05,25,25,0,7,android,13,samsung SM-S916B,POINT (6.530919279428571 46.72923919714286)
1663,CH381,421411d4-31ef-4af4-9fde-6d70444221ff,VD,6153,Monthey,5401,2023-04-25,2023-05-28,34,34,0,5,android,13,samsung SM-A525F,POINT (6.614680682960317 46.52062332815873)
1664,CH3815,d89fbab2-5d48-4e77-befd-aeb8a0ce6477,VD,6153,Monthey,5401,2023-04-25,2023-05-18,24,24,0,0,android,13,samsung SM-A528B,POINT (6.377030691355678 46.71330230732556)
1665,CH3831,27f1447a-65de-4a57-9e95-0bce1fb0a101,,99,,99,2023-04-24,2023-06-05,43,43,0,0,ios,iOS 16.5,"iPhone14,2",POINT (-80.15876272582526 26.407146243374324)
1666,CH3858,c7f58967-221c-44e2-b08f-c16e590590a9,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,3,android,13,samsung SM-S901B,POINT (6.503126670570882 46.61315966996578)
1667,CH3871,a36d24e0-8587-46ba-b44e-a293e9432a32,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,0,android,12,samsung SM-A415F,POINT (6.417754612797237 46.517774407116924)
1668,CH3889,39087b83-f40b-40f1-baae-18fcdd8081a0,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,6,ios,iOS 16.5,"iPhone15,3",POINT (6.507034510229349 46.613407845937694)
1669,CH3912,396eae9c-5114-4477-a274-b1b1cab8a221,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,0,ios,iOS 16.5,"iPhone10,4",POINT (6.621008447681397 46.526418441946134)
1670,CH3914,a1df04e8-db98-43a4-8794-f97d4319d5b0,VD,6153,Monthey,5401,2023-04-24,2023-04-27,4,4,0,0,ios,iOS 16.4.1,"iPhone15,3",POINT (7.011162141321845 46.25192677799125)
1671,CH3917,6878b751-e0d1-4fc7-8ab5-483c068dbaa2,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,1,android,13,samsung SM-A146P,POINT (6.8245764456556035 46.569292440073504)
1672,CH3934,b1f5233e-7aee-4552-8e1b-12f386aa2d6b,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,2,ios,iOS 16.0,"iPhone13,3",POINT (6.6023266283997595 46.58783573637653)
1673,CH3944,d914791b-a78e-49cc-a760-e9ec643ec44b,VD,6153,Monthey,5401,2023-05-03,2023-05-30,28,28,0,0,ios,iOS 16.4.1,"iPhone10,4",POINT (6.627713304580655 46.50747175341432)
1674,CH3961,8300143f-9bb4-4a83-a1c8-b0f5a321fbda,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,1,ios,iOS 16.5,"iPhone10,6",POINT (6.657068094279693 46.51958661545119)
1675,CH3977,34cfbcbd-a474-4171-8e73-5a21187ead4c,VD,6153,Monthey,5401,2023-04-28,2023-05-31,34,34,0,1,android,13,samsung SM-A137F,POINT (6.606977094878612 46.527413554043235)
1676,CH399,6479fc2b-b114-43fa-9ef2-5c776b3d7b3b,VD,6153,Monthey,5401,2023-05-02,2023-06-03,33,33,0,0,ios,iOS 16.5,"iPhone10,4",POINT (6.53930783945514 46.520788721733076)
1677,CH3993,d41f09b4-21c1-437c-adfb-93f0f26e8fd2,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,0,ios,iOS 16.0.3,"iPhone13,3",POINT (6.63936498847087 46.51542846550665)
1678,CH400,8cc60b77-0e9e-4c3c-a20c-ef85c36922fc,VD,6153,Monthey,5401,2023-05-13,2023-06-05,24,24,0,0,ios,iOS 16.5,"iPhone12,8",POINT (6.613026737881634 46.519257373433675)
1679,CH4000,6c34d911-b2f7-4286-986d-29a1ad45dbff,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,6,android,13,samsung SM-A525F,POINT (6.34363692430339 46.53151953993847)
1680,CH4009,719be243-1829-4703-8f30-ccc1de0f085c,VD,6153,Monthey,5401,2023-04-28,2023-06-05,39,39,0,3,ios,iOS 16.5,"iPhone15,3",POINT (6.793271579604498 46.66423860735434)
1681,CH4010,f1d83782-ab4c-47ce-9957-6868356d65ee,VD,6153,Monthey,5401,2023-05-11,2023-06-05,26,26,0,13,android,13,samsung SM-A137F,POINT (6.928798692222223 46.86981319)
1682,CH4032,16ed6915-7715-4d95-8089-4a243b814779,VD,6153,Monthey,5401,2023-04-24,2023-05-30,37,37,0,13,android,10,HUAWEI BLA-L29,POINT (6.532420008253968 46.7243370943783)
1683,CH4036,859da0c4-3df0-4355-a1e2-0367bb4506db,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,10,android,9,HUAWEI POT-LX1A,POINT (6.5186654530612245 46.693641951462574)
1684,CH4080,4f9b6e4a-f239-4a55-98ef-b966dbddc918,VD,6153,Monthey,5401,2023-04-24,2023-05-30,37,37,0,3,ios,iOS 15.7.5,"iPhone9,3",POINT (6.62952187840912 46.51399329779854)
1685,CH4100,bed7e32f-e896-4038-b5f8-cc177b26bd14,VD,6153,Monthey,5401,2023-04-26,2023-05-12,17,17,0,5,android,10,HUAWEI MAR-LX1B,POINT (6.530992638174604 46.82510730519047)
1686,CH4106,36ed0f3d-2425-446e-9cb9-f0add0059d68,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,2,android,13,samsung SM-G998B,POINT (6.361949667023479 46.46953573346756)
1687,CH4108,510c0f95-a638-4117-920c-042c62dcb48d,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,android,13,samsung SM-S901B,POINT (7.055210517747929 46.27473475270669)
1688,CH4119,eec1693b-2294-40f8-9b5b-f58a20c2d803,VD,6153,Monthey,5401,2023-04-25,2023-05-31,37,37,0,8,android,13,samsung SM-S911B,POINT (6.7671269586613265 46.698488331244135)
1689,CH4131,9a7504b5-fb56-4e45-9328-1f0391469186,VD,6153,Monthey,5401,2023-04-24,2023-05-30,37,37,0,1,ios,iOS 16.4.1,"iPhone15,2",POINT (6.64570241445499 46.52188682102981)
1690,CH4141,eb913163-02a2-4887-8731-439f5cdfe565,,99,,99,2023-04-25,2023-04-25,1,1,0,0,ios,iOS 15.6,"iPhone10,4",
1691,CH4143,aa91f0d3-e64c-445f-95d2-38f5b350540d,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,3,android,13,samsung SM-S908B,POINT (6.623206990596941 46.541685407633956)
1692,CH4166,de5c2e38-6905-4ccb-a266-fd823b46b88f,,99,,99,2023-04-28,2023-06-05,39,39,0,2,ios,iOS 16.5,"iPhone14,4",POINT (4.8482635832343135 47.13943028091247)
1693,CH4183,fb601e0d-3d60-4308-a952-16ee796f9e93,VD,6153,Monthey,5401,2023-04-26,2023-05-31,36,36,0,7,ios,iOS 16.4.1,"iPhone14,5",POINT (6.772918691156189 46.60018417948367)
1694,CH4190,e5cd55ac-c367-4702-9a4f-047039635c5b,VD,6153,Monthey,5401,2023-05-08,2023-06-05,29,29,0,1,android,8.0.0,samsung SM-A520F,POINT (6.631977180208333 46.525832622260666)
1695,CH4191,acc17699-7be2-4df2-867e-61a1edd07e37,VD,6153,Monthey,5401,2023-05-12,2023-06-05,25,25,0,0,android,10,samsung SM-G960F,POINT (6.613269364491635 46.52792677030508)
1696,CH4196,9cbb2a5a-ab1d-4c54-8142-7fff7394dea8,VD,6153,Monthey,5401,2023-05-12,2023-06-05,25,25,0,0,ios,iOS 16.3.1,"iPhone11,8",POINT (6.6304796603497955 46.528924676277576)
1697,CH4213,9c5f4126-6bea-426a-ae4d-292e2b20ea70,GE,6621,Genève,6601,2023-05-05,2023-06-05,32,32,0,1,ios,iOS 16.5,"iPhone13,3",POINT (6.09839912190244 46.18413427322044)
1698,CH4218,b6b468e7-972d-400e-9ad9-7ef5af10bbc7,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,0,ios,iOS 16.5,"iPhone12,1",POINT (6.754238391780576 46.57060942298395)
1699,CH4223,0e1ea572-66db-4f23-8ea2-3dca2e088e2b,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,4,ios,iOS 16.5,"iPhone12,1",POINT (6.774689106616232 46.602657609855136)
1700,CH4264,113b780a-1ba6-429f-8a07-a56edf574ae1,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,15,android,12,Fairphone FP4,POINT (6.639389513608523 46.713976092773315)
1701,CH4277,4ec0932d-c5a9-450b-9129-f14f2cec8344,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,0,ios,iOS 15.7.2,"iPhone8,1",POINT (6.685079298470322 46.50485864307137)
1702,CH4280,de0385d2-9c7c-4306-ba8f-642ce75f445f,VD,6153,Monthey,5401,2023-05-04,2023-06-05,33,33,0,0,android,13,samsung SM-G988B,POINT (6.8401383148082004 46.710143274310184)
1703,CH4293,ee750529-ed47-42b6-b519-b2e82529d402,NE,6458,Neuchâtel,6402,2023-05-06,2023-06-05,31,31,0,1,ios,iOS 16.3.1,"iPhone12,1",POINT (6.825106257288954 47.10372253770966)
